churn_id,customer_id,churn_date,churn_reason,churn_category,competitor,days_since_last_activity
8430,82832,2025-12-10,Competitor Offer,Commercial,BSNL,77
8431,82845,2025-09-11,Competitor Offer,Commercial,Jio,38
8432,82859,2025-11-07,Service Quality,Service,None,116
8433,82866,2025-10-08,Service Quality,Service,None,59
8434,82875,2025-11-07,Poor Network,Service,None,28
8435,82876,2025-12-05,Poor Network,Service,None,10
8436,82887,2025-02-11,Personal Reasons,Other,None,30
8437,82913,2025-05-24,Personal Reasons,Other,None,59
8438,82920,2025-10-31,Relocation,Other,None,50
8439,82945,2025-04-18,Competitor Offer,Commercial,BSNL,50
8440,82948,2025-09-09,Poor Network,Service,None,114
8441,82950,2025-02-14,High Price,Commercial,None,28
8442,82968,2025-12-02,Personal Reasons,Other,None,20
8443,82969,2025-02-01,High Price,Commercial,None,41
8444,82984,2025-02-02,Competitor Offer,Commercial,Airtel,30
8445,82990,2025-11-10,Poor Network,Service,None,98
8446,83000,2025-03-24,Poor Support,Service,None,116
8447,83002,2025-11-19,Service Quality,Service,None,100
8448,83010,2025-11-22,Personal Reasons,Other,None,10
8449,83014,2025-09-05,Poor Network,Service,None,48
8450,83025,2025-05-23,Personal Reasons,Other,None,108
8451,83045,2025-09-03,High Price,Commercial,None,62
8452,83048,2025-07-14,Competitor Offer,Commercial,Jio,103
8453,83077,2025-07-16,Relocation,Other,None,48
8454,83090,2025-11-06,Relocation,Other,None,18
8455,83098,2025-07-02,Personal Reasons,Other,None,76
8456,83101,2025-10-01,Service Quality,Service,None,96
8457,83102,2025-11-29,Poor Support,Service,None,72
8458,83105,2025-03-08,Competitor Offer,Commercial,Airtel,65
8459,83106,2025-02-17,Service Quality,Service,None,55
8460,83114,2025-12-29,Poor Network,Service,None,18
8461,83128,2025-03-08,Service Quality,Service,None,101
8462,83133,2025-02-19,Service Quality,Service,None,35
8463,83146,2025-05-24,Poor Support,Service,None,20
8464,83149,2025-02-10,Competitor Offer,Commercial,BSNL,32
8465,83162,2025-11-29,Competitor Offer,Commercial,BSNL,41
8466,83171,2025-07-22,Poor Network,Service,None,79
8467,83176,2025-12-07,Service Quality,Service,None,42
8468,83186,2025-02-11,Relocation,Other,None,98
8469,83193,2025-08-17,Poor Network,Service,None,39
8470,83201,2025-06-07,Poor Network,Service,None,106
8471,83217,2025-03-22,Service Quality,Service,None,21
8472,83224,2025-05-19,Relocation,Other,None,110
8473,83234,2025-09-03,Personal Reasons,Other,None,39
8474,83243,2025-12-16,Personal Reasons,Other,None,110
8475,83268,2025-12-08,Poor Support,Service,None,67
8476,83282,2025-05-31,Personal Reasons,Other,None,15
8477,83284,2025-06-01,Poor Support,Service,None,106
8478,83285,2025-04-11,Personal Reasons,Other,None,112
8479,83286,2025-08-08,Poor Support,Service,None,75
8480,83291,2025-11-14,Relocation,Other,None,32
8481,83298,2025-05-22,High Price,Commercial,None,115
8482,83309,2025-06-09,Poor Support,Service,None,63
8483,83313,2025-07-12,Poor Support,Service,None,94
8484,83318,2025-07-07,High Price,Commercial,None,22
8485,83333,2025-02-03,Competitor Offer,Commercial,BSNL,46
8486,83370,2025-08-03,Relocation,Other,None,23
8487,83379,2025-05-25,Relocation,Other,None,82
8488,83383,2025-08-31,Poor Support,Service,None,7
8489,83388,2025-08-06,Competitor Offer,Commercial,BSNL,19
8490,83391,2025-03-10,Personal Reasons,Other,None,27
8491,83395,2025-08-06,Service Quality,Service,None,64
8492,83401,2025-06-27,Poor Network,Service,None,118
8493,83418,2025-03-27,Service Quality,Service,None,61
8494,83419,2025-06-11,Personal Reasons,Other,None,58
8495,83431,2025-04-30,Poor Support,Service,None,17
8496,83433,2025-07-03,Poor Support,Service,None,77
8497,83442,2025-04-06,Competitor Offer,Commercial,Vi,88
8498,83444,2025-02-22,Competitor Offer,Commercial,Airtel,47
8499,83448,2025-02-06,Poor Support,Service,None,81
8500,83469,2025-02-25,Competitor Offer,Commercial,Airtel,19
8501,83476,2025-06-18,Poor Support,Service,None,57
8502,83498,2025-02-08,Competitor Offer,Commercial,Airtel,28
8503,83501,2025-02-11,Personal Reasons,Other,None,58
8504,83509,2025-02-11,Poor Support,Service,None,95
8505,83513,2025-06-12,High Price,Commercial,None,56
8506,83517,2025-08-21,Poor Network,Service,None,81
8507,83518,2025-05-28,Poor Network,Service,None,118
8508,83522,2025-05-14,Personal Reasons,Other,None,85
8509,83531,2025-10-27,Poor Network,Service,None,82
8510,83547,2025-08-15,Personal Reasons,Other,None,24
8511,83572,2025-09-08,Poor Support,Service,None,65
8512,83581,2025-02-02,Service Quality,Service,None,108
8513,83593,2025-05-21,Poor Support,Service,None,98
8514,83598,2025-08-27,Poor Network,Service,None,26
8515,83614,2025-07-17,Poor Support,Service,None,104
8516,83627,2025-12-27,Poor Network,Service,None,105
8517,83677,2025-10-13,Poor Network,Service,None,110
8518,83712,2025-09-28,Competitor Offer,Commercial,BSNL,19
8519,83715,2025-08-20,Poor Support,Service,None,40
8520,83716,2025-10-12,Poor Support,Service,None,61
8521,83746,2025-12-21,High Price,Commercial,None,36
8522,83766,2025-03-31,Relocation,Other,None,71
8523,83777,2025-08-26,Personal Reasons,Other,None,77
8524,83784,2025-07-13,Poor Network,Service,None,109
8525,83791,2025-03-19,Personal Reasons,Other,None,24
8526,83804,2025-12-28,Personal Reasons,Other,None,67
8527,83838,2025-10-02,Relocation,Other,None,55
8528,83856,2025-11-22,Service Quality,Service,None,81
8529,83865,2025-02-02,Service Quality,Service,None,55
8530,83892,2025-11-09,Poor Network,Service,None,107
8531,83897,2025-02-13,Poor Support,Service,None,104
8532,83904,2025-07-26,Competitor Offer,Commercial,Jio,59
8533,83916,2025-08-13,High Price,Commercial,None,100
8534,83923,2025-03-28,Competitor Offer,Commercial,Vi,34
8535,83925,2025-08-02,Relocation,Other,None,44
8536,83951,2025-11-07,Poor Support,Service,None,53
8537,83954,2025-02-05,High Price,Commercial,None,119
8538,83966,2025-03-02,Personal Reasons,Other,None,85
8539,83978,2025-04-08,Competitor Offer,Commercial,Airtel,117
8540,84027,2025-09-27,Competitor Offer,Commercial,Jio,6
8541,84040,2025-06-20,Poor Network,Service,None,20
8542,84056,2025-06-27,Poor Support,Service,None,7
8543,84065,2025-10-22,Personal Reasons,Other,None,82
8544,84075,2025-09-11,Relocation,Other,None,40
8545,84096,2025-04-17,Relocation,Other,None,14
8546,84102,2025-02-08,Competitor Offer,Commercial,Airtel,76
8547,84113,2025-05-19,Competitor Offer,Commercial,BSNL,115
8548,84118,2025-09-01,Competitor Offer,Commercial,BSNL,43
8549,84146,2025-12-08,Personal Reasons,Other,None,119
8550,84152,2025-06-23,Relocation,Other,None,78
8551,84168,2025-07-18,Service Quality,Service,None,25
8552,84169,2025-06-16,Service Quality,Service,None,51
8553,84171,2025-09-23,High Price,Commercial,None,63
8554,84191,2025-02-06,Poor Network,Service,None,78
8555,84203,2025-05-27,Relocation,Other,None,33
8556,84213,2025-12-14,Poor Network,Service,None,63
8557,84235,2025-10-05,Competitor Offer,Commercial,Airtel,114
8558,84241,2025-09-09,Service Quality,Service,None,70
8559,84249,2025-07-29,Poor Network,Service,None,26
8560,84281,2025-06-08,High Price,Commercial,None,97
8561,84296,2025-04-04,Service Quality,Service,None,106
8562,84299,2025-07-10,Service Quality,Service,None,32
8563,84322,2025-04-29,Relocation,Other,None,49
8564,84332,2025-10-14,High Price,Commercial,None,84
8565,84343,2025-03-04,Relocation,Other,None,28
8566,84345,2025-05-19,Personal Reasons,Other,None,79
8567,84348,2025-05-06,Competitor Offer,Commercial,Vi,19
8568,84353,2025-08-15,Service Quality,Service,None,28
8569,84359,2025-09-19,High Price,Commercial,None,106
8570,84364,2025-03-08,Poor Support,Service,None,26
8571,84367,2025-08-31,Service Quality,Service,None,51
8572,84392,2025-08-11,Poor Support,Service,None,56
8573,84401,2025-10-23,Competitor Offer,Commercial,Jio,42
8574,84406,2025-08-31,Poor Support,Service,None,23
8575,84408,2025-06-27,Personal Reasons,Other,None,78
8576,84432,2025-10-08,Personal Reasons,Other,None,60
8577,84470,2025-12-16,Relocation,Other,None,97
8578,84481,2025-04-24,High Price,Commercial,None,96
8579,84490,2025-09-17,Poor Network,Service,None,118
8580,84491,2025-03-05,Personal Reasons,Other,None,36
8581,84500,2025-10-02,Personal Reasons,Other,None,118
8582,84519,2025-08-18,Personal Reasons,Other,None,28
8583,84528,2025-08-12,Poor Network,Service,None,68
8584,84537,2025-08-24,Competitor Offer,Commercial,BSNL,5
8585,84541,2025-12-13,Poor Support,Service,None,7
8586,84554,2025-09-18,Competitor Offer,Commercial,BSNL,112
8587,84556,2025-05-19,High Price,Commercial,None,14
8588,84559,2025-10-14,Relocation,Other,None,87
8589,84571,2025-06-03,Service Quality,Service,None,94
8590,84598,2025-07-10,Poor Network,Service,None,14
8591,84600,2025-07-25,Competitor Offer,Commercial,Vi,71
8592,84607,2025-09-20,Poor Network,Service,None,114
8593,84616,2025-12-26,Poor Support,Service,None,116
8594,84634,2025-10-28,Poor Network,Service,None,77
8595,84639,2025-10-12,Competitor Offer,Commercial,Vi,36
8596,84651,2025-06-30,Relocation,Other,None,54
8597,84669,2025-03-01,High Price,Commercial,None,56
8598,84701,2025-05-23,Poor Support,Service,None,40
8599,84709,2025-08-05,Personal Reasons,Other,None,116
8600,84720,2025-02-26,Relocation,Other,None,53
8601,84729,2025-12-13,Poor Support,Service,None,18
8602,84733,2025-06-08,Poor Network,Service,None,87
8603,84737,2025-06-18,High Price,Commercial,None,64
8604,84757,2025-11-27,High Price,Commercial,None,17
8605,84767,2025-06-18,Service Quality,Service,None,64
8606,84769,2025-03-08,Poor Network,Service,None,96
8607,84770,2025-12-19,Relocation,Other,None,50
8608,84772,2025-05-21,Relocation,Other,None,73
8609,84775,2025-11-14,Relocation,Other,None,89
8610,84788,2025-07-14,Relocation,Other,None,107
8611,84797,2025-06-23,Poor Network,Service,None,63
8612,84800,2025-09-21,Personal Reasons,Other,None,15
8613,84813,2025-10-17,Competitor Offer,Commercial,Jio,50
8614,84832,2025-09-16,Competitor Offer,Commercial,Vi,36
8615,84840,2025-08-09,High Price,Commercial,None,31
8616,84841,2025-09-11,Poor Support,Service,None,41
8617,84864,2025-02-21,Personal Reasons,Other,None,36
8618,84866,2025-09-05,Poor Network,Service,None,30
8619,84896,2025-11-13,Poor Support,Service,None,48
8620,84909,2025-04-15,Poor Support,Service,None,61
8621,84914,2025-02-24,Competitor Offer,Commercial,Jio,39
8622,84916,2025-06-18,High Price,Commercial,None,117
8623,84920,2025-04-14,Personal Reasons,Other,None,113
8624,84944,2025-12-28,Poor Support,Service,None,93
8625,84950,2025-11-28,Personal Reasons,Other,None,29
8626,84951,2025-04-30,Service Quality,Service,None,61
8627,84953,2025-04-23,High Price,Commercial,None,86
8628,84956,2025-06-27,Poor Support,Service,None,7
8629,84971,2025-11-05,Poor Support,Service,None,86
8630,84984,2025-06-15,Poor Network,Service,None,41
8631,84990,2025-12-23,Relocation,Other,None,56
8632,85001,2025-03-15,Poor Network,Service,None,89
8633,85044,2025-02-07,Poor Network,Service,None,79
8634,85054,2025-06-18,Service Quality,Service,None,19
8635,85058,2025-06-23,Poor Support,Service,None,57
8636,85078,2025-07-27,High Price,Commercial,None,20
8637,85080,2025-05-07,Poor Network,Service,None,96
8638,85099,2025-03-07,Service Quality,Service,None,77
8639,85109,2025-11-29,Poor Support,Service,None,117
8640,85123,2025-02-14,Service Quality,Service,None,35
8641,85133,2025-10-30,Relocation,Other,None,16
8642,85144,2025-06-13,Personal Reasons,Other,None,44
8643,85145,2025-12-26,High Price,Commercial,None,9
8644,85155,2025-03-22,High Price,Commercial,None,69
8645,85174,2025-06-20,Poor Network,Service,None,35
8646,85180,2025-10-30,Relocation,Other,None,35
8647,85181,2025-11-20,Personal Reasons,Other,None,73
8648,85182,2025-11-18,Service Quality,Service,None,100
8649,85190,2025-11-19,High Price,Commercial,None,68
8650,85192,2025-05-02,Competitor Offer,Commercial,Airtel,87
8651,85200,2025-04-28,Competitor Offer,Commercial,BSNL,43
8652,85204,2025-12-03,High Price,Commercial,None,75
8653,85227,2025-06-10,Poor Network,Service,None,67
8654,85240,2025-07-09,Competitor Offer,Commercial,Vi,103
8655,85254,2025-02-22,Poor Support,Service,None,55
8656,85255,2025-02-22,Competitor Offer,Commercial,Airtel,53
8657,85273,2025-11-18,Poor Network,Service,None,54
8658,85274,2025-06-04,Competitor Offer,Commercial,BSNL,99
8659,85306,2025-07-31,High Price,Commercial,None,103
8660,85313,2025-12-03,Competitor Offer,Commercial,Airtel,118
8661,85340,2025-03-19,Poor Support,Service,None,82
8662,85356,2025-09-16,Service Quality,Service,None,91
8663,85360,2025-05-11,Personal Reasons,Other,None,40
8664,85374,2025-10-29,Poor Network,Service,None,44
8665,85403,2025-06-17,Relocation,Other,None,6
8666,85412,2025-05-11,Personal Reasons,Other,None,63
8667,85418,2025-10-01,Relocation,Other,None,6
8668,85430,2025-05-12,Competitor Offer,Commercial,Vi,23
8669,85432,2025-07-22,Competitor Offer,Commercial,BSNL,100
8670,85448,2025-05-17,Relocation,Other,None,25
8671,85456,2025-02-23,Service Quality,Service,None,36
8672,85464,2025-03-17,High Price,Commercial,None,31
8673,85469,2025-04-16,High Price,Commercial,None,111
8674,85476,2025-04-29,Poor Network,Service,None,16
8675,85478,2025-06-13,Service Quality,Service,None,119
8676,85523,2025-10-01,Competitor Offer,Commercial,Vi,113
8677,85555,2025-02-17,Poor Network,Service,None,11
8678,85564,2025-03-28,Service Quality,Service,None,74
8679,85583,2025-04-23,Poor Network,Service,None,48
8680,85600,2025-10-31,High Price,Commercial,None,79
8681,85604,2025-02-22,Relocation,Other,None,17
8682,85635,2025-05-24,Poor Support,Service,None,63
8683,85647,2025-07-23,Service Quality,Service,None,76
8684,85665,2025-12-14,Poor Support,Service,None,52
8685,85669,2025-06-21,Personal Reasons,Other,None,40
8686,85688,2025-04-13,Service Quality,Service,None,101
8687,85690,2025-02-13,Competitor Offer,Commercial,Jio,61
8688,85692,2025-05-22,Relocation,Other,None,68
8689,85697,2025-07-31,Poor Support,Service,None,6
8690,85701,2025-04-25,Poor Support,Service,None,52
8691,85709,2025-02-22,Poor Network,Service,None,87
8692,85716,2025-08-17,High Price,Commercial,None,37
8693,85731,2025-04-07,Service Quality,Service,None,103
8694,85742,2025-06-02,Relocation,Other,None,49
8695,85748,2025-08-16,Personal Reasons,Other,None,50
8696,85762,2025-04-18,Poor Network,Service,None,112
8697,85768,2025-10-15,Service Quality,Service,None,18
8698,85771,2025-12-07,High Price,Commercial,None,86
8699,85775,2025-02-13,Service Quality,Service,None,48
8700,85785,2025-10-03,Competitor Offer,Commercial,Airtel,62
8701,85794,2025-07-20,Personal Reasons,Other,None,72
8702,85797,2025-02-25,Personal Reasons,Other,None,53
8703,85801,2025-09-06,Service Quality,Service,None,51
8704,85805,2025-10-08,Poor Network,Service,None,98
8705,85814,2025-10-09,Service Quality,Service,None,53
8706,85816,2025-09-30,Service Quality,Service,None,80
8707,85821,2025-12-06,Competitor Offer,Commercial,Jio,13
8708,85825,2025-11-19,Personal Reasons,Other,None,78
8709,85829,2025-03-09,Personal Reasons,Other,None,97
8710,85830,2025-03-05,Service Quality,Service,None,6
8711,85831,2025-12-17,Poor Support,Service,None,49
8712,85838,2025-10-10,Personal Reasons,Other,None,79
8713,85846,2025-08-01,High Price,Commercial,None,13
8714,85857,2025-11-10,Poor Network,Service,None,78
8715,85859,2025-08-10,Poor Support,Service,None,111
8716,85860,2025-05-05,Poor Network,Service,None,116
8717,85866,2025-02-24,Relocation,Other,None,7
8718,85870,2025-12-09,Poor Network,Service,None,117
8719,85877,2025-11-13,Service Quality,Service,None,27
8720,85881,2025-02-11,Relocation,Other,None,56
8721,85883,2025-03-10,Poor Network,Service,None,76
8722,85888,2025-12-17,Poor Support,Service,None,58
8723,85889,2025-12-06,Service Quality,Service,None,115
8724,85897,2025-05-29,Relocation,Other,None,71
8725,85900,2025-03-03,Competitor Offer,Commercial,Jio,53
8726,85921,2025-03-06,High Price,Commercial,None,103
8727,85922,2025-10-14,Competitor Offer,Commercial,BSNL,89
8728,85925,2025-08-27,Poor Support,Service,None,102
8729,85939,2025-05-20,Service Quality,Service,None,68
8730,85957,2025-09-18,Relocation,Other,None,47
8731,85959,2025-09-29,High Price,Commercial,None,98
8732,85969,2025-06-17,Relocation,Other,None,101
8733,85982,2025-10-20,Poor Support,Service,None,88
8734,85999,2025-02-14,Personal Reasons,Other,None,66
8735,86002,2025-09-11,Personal Reasons,Other,None,95
8736,86004,2025-07-20,High Price,Commercial,None,112
8737,86021,2025-10-28,Competitor Offer,Commercial,Jio,115
8738,86034,2025-04-24,Poor Support,Service,None,118
8739,86047,2025-05-31,Competitor Offer,Commercial,BSNL,76
8740,86051,2025-08-16,Poor Network,Service,None,81
8741,86053,2025-11-23,Poor Network,Service,None,8
8742,86054,2025-09-12,Relocation,Other,None,86
8743,86062,2025-06-22,Service Quality,Service,None,94
8744,86064,2025-09-07,High Price,Commercial,None,67
8745,86078,2025-03-27,Competitor Offer,Commercial,Airtel,57
8746,86080,2025-11-07,Relocation,Other,None,107
8747,86103,2025-07-05,Personal Reasons,Other,None,84
8748,86109,2025-11-15,Service Quality,Service,None,31
8749,86119,2025-04-13,Competitor Offer,Commercial,Jio,107
8750,86128,2025-08-12,Relocation,Other,None,87
8751,86145,2025-06-24,Personal Reasons,Other,None,92
8752,86164,2025-12-19,Poor Network,Service,None,60
8753,86170,2025-08-27,Poor Support,Service,None,33
8754,86208,2025-06-02,Poor Support,Service,None,30
8755,86233,2025-12-20,Personal Reasons,Other,None,115
8756,86256,2025-03-20,Personal Reasons,Other,None,11
8757,86271,2025-03-10,Poor Support,Service,None,90
8758,86278,2025-08-13,High Price,Commercial,None,118
8759,86281,2025-04-15,Service Quality,Service,None,114
8760,86283,2025-04-19,Poor Support,Service,None,51
8761,86348,2025-04-06,Relocation,Other,None,43
8762,86388,2025-03-03,High Price,Commercial,None,51
8763,86409,2025-08-17,Competitor Offer,Commercial,Vi,56
8764,86424,2025-10-16,Poor Network,Service,None,33
8765,86439,2025-05-20,Competitor Offer,Commercial,Airtel,112
8766,86455,2025-07-25,Relocation,Other,None,13
8767,86475,2025-08-04,Relocation,Other,None,80
8768,86504,2025-05-26,Personal Reasons,Other,None,30
8769,86507,2025-06-30,Personal Reasons,Other,None,69
8770,86509,2025-11-15,Poor Network,Service,None,73
8771,86512,2025-02-19,High Price,Commercial,None,48
8772,86521,2025-04-07,High Price,Commercial,None,71
